time,ax,ay,az,gx,gy,gz
147910,432,-3913,-1244,-3317,1000,649
147912,410,-3909,-1209,-3419,1019,674
147914,454,-3948,-1209,-3460,983,653
147916,581,-3941,-1290,-3427,972,595
147918,578,-4000,-1267,-3415,975,565
147920,552,-4003,-1278,-3440,970,521
147922,510,-4038,-1203,-3450,921,478
147924,483,-4069,-1162,-3427,899,457
147926,452,-4089,-1135,-3387,893,422
147928,491,-3959,-1167,-3350,886,399
147930,466,-3966,-1237,-3312,855,369
147932,455,-3911,-1201,-3224,817,350
147934,431,-3846,-1211,-3165,769,322
147936,412,-3855,-1233,-3110,709,289
147938,411,-3816,-1250,-3051,646,273
147940,367,-3795,-1265,-2969,591,256
147942,390,-3839,-1283,-2905,540,221
147944,388,-3788,-1321,-2841,485,189
147946,431,-3740,-1368,-2805,448,128
147948,358,-3752,-1437,-2769,426,64
147950,329,-3707,-1408,-2748,396,9
147952,310,-3757,-1398,-2745,379,-45
147954,287,-3753,-1381,-2745,377,-80
147956,294,-3706,-1407,-2766,383,-109
147958,280,-3747,-1380,-2786,377,-125
147960,291,-3706,-1391,-2814,378,-142
147962,280,-3708,-1398,-2828,371,-144
147964,272,-3697,-1457,-2843,375,-130
147966,274,-3692,-1459,-2859,370,-107
147968,345,-3691,-1490,-2881,377,-75
147970,304,-3632,-1546,-2899,378,-52
147972,280,-3626,-1532,-2951,369,-8
147974,300,-3657,-1480,-2963,348,35
147976,293,-3743,-1488,-2940,337,60
147978,308,-3749,-1499,-2919,336,87
147980,333,-3722,-1499,-2901,357,98
147982,327,-3714,-1532,-2897,383,108
147984,359,-3713,-1532,-2896,389,103
147986,304,-3736,-1576,-2872,379,89
147988,352,-3755,-1592,-2829,383,63
147990,338,-3774,-1584,-2786,391,43
147992,321,-3763,-1655,-2770,413,31
147994,303,-3749,-1661,-2770,434,33
147996,288,-3769,-1645,-2795,441,39
147998,254,-3746,-1677,-2808,451,63
148000,297,-3777,-1662,-2833,456,85
148002,312,-3747,-1664,-2851,451,95
148004,303,-3762,-1697,-2856,442,105
148006,324,-3813,-1697,-2831,428,124
148008,350,-3775,-1699,-2816,436,141
148010,322,-3777,-1742,-2799,431,165
148012,292,-3778,-1732,-2790,423,197
148014,325,-3735,-1725,-2788,419,214
148016,326,-3720,-1769,-2782,428,229
148018,292,-3680,-1782,-2770,439,245
148020,265,-3710,-1770,-2767,435,264
148022,280,-3672,-1764,-2772,439,273
148024,321,-3671,-1785,-2764,439,285
148026,333,-3653,-1768,-2753,430,291
148028,317,-3685,-1813,-2743,409,299
148030,346,-3697,-1770,-2738,403,314
148032,299,-3654,-1804,-2745,367,335
148034,294,-3670,-1804,-2758,341,361
148036,299,-3676,-1825,-2752,325,385
148038,286,-3656,-1834,-2735,294,407
148040,303,-3673,-1828,-2736,251,413
148042,280,-3634,-1856,-2717,183,438
148044,279,-3618,-1833,-2711,118,452
148046,269,-3572,-1852,-2702,82,465
148048,266,-3558,-1859,-2682,57,476
148050,237,-3549,-1836,-2666,22,489
148052,222,-3540,-1829,-2650,-18,505
148054,212,-3544,-1821,-2648,-51,517
148056,193,-3557,-1803,-2643,-70,531
148058,214,-3578,-1888,-2610,-110,535
148060,222,-3594,-1884,-2579,-140,527
148062,224,-3599,-1916,-2569,-186,527
148064,262,-3586,-1898,-2557,-220,518
148066,277,-3555,-1902,-2541,-254,506
148068,312,-3544,-1979,-2541,-315,498
148070,348,-3507,-1984,-2551,-373,485
148072,350,-3523,-2036,-2530,-409,470
148074,353,-3503,-1965,-2518,-429,454
148076,346,-3520,-1985,-2517,-461,445
148078,329,-3528,-1970,-2520,-488,439
148080,359,-3475,-1985,-2521,-504,424
148082,328,-3492,-2036,-2515,-543,413
148084,360,-3407,-2049,-2531,-577,411
148086,378,-3400,-2060,-2540,-611,406
148088,395,-3391,-2061,-2507,-638,385
148090,411,-3305,-2061,-2497,-666,347
148092,356,-3202,-2124,-2519,-677,172
148094,454,-3185,-2073,-2574,-690,-46
148096,387,-3085,-2227,-2621,-786,-101
148098,448,-2945,-2313,-2706,-903,-190
148100,557,-2994,-2263,-2763,-933,-274
148102,483,-3090,-2198,-2751,-984,-388
148104,505,-3169,-2153,-2751,-1017,-447
148106,401,-3221,-2161,-2755,-1047,-511
148108,387,-3196,-2208,-2781,-1099,-572
148110,466,-3194,-2200,-2786,-1091,-618
148112,453,-3263,-2149,-2741,-1087,-645
148114,350,-3229,-2179,-2710,-1121,-680
148116,370,-3162,-2273,-2735,-1176,-720
148118,386,-3177,-2262,-2757,-1212,-752
148120,356,-3195,-2291,-2751,-1229,-767
148122,325,-3221,-2288,-2754,-1236,-794
148124,338,-3285,-2301,-2739,-1204,-808
148126,318,-3242,-2342,-2740,-1194,-832
148128,339,-3235,-2323,-2749,-1166,-849
148130,384,-3241,-2387,-2740,-1107,-861
148132,385,-3219,-2399,-2718,-1079,-892
148134,366,-3170,-2483,-2740,-1087,-917
148136,438,-3146,-2516,-2754,-1067,-931
148138,382,-3101,-2553,-2802,-1068,-965
148140,392,-3037,-2587,-2889,-1078,-974
148142,454,-3014,-2614,-2940,-1043,-957
148144,237,-2499,-2732,-3199,-1030,-846
148146,311,-2851,-2743,-3333,-1071,-766
148148,493,-3162,-2600,-3279,-960,-762
148150,439,-3216,-2470,-3186,-883,-779
148152,397,-3222,-2498,-3183,-907,-793
148154,402,-3205,-2557,-3195,-921,-801
148156,437,-3135,-2612,-3209,-917,-792
148158,444,-3118,-2620,-3215,-899,-782
148160,408,-3133,-2666,-3244,-899,-775
148162,382,-3201,-2652,-3282,-886,-762
148164,394,-3241,-2616,-3238,-876,-748
148166,390,-3316,-2586,-3211,-857,-723
148168,390,-3379,-2602,-3217,-825,-713
148170,362,-3384,-2595,-3208,-786,-686
148172,359,-3399,-2592,-3166,-754,-648
148174,370,-3390,-2596,-3089,-711,-602
148176,394,-3377,-2668,-3102,-673,-557
148178,392,-3386,-2683,-3046,-653,-521
148180,443,-3312,-2776,-3020,-639,-495
148182,470,-3214,-2836,-3014,-640,-490
148184,507,-3074,-2923,-3031,-643,-516
148186,462,-3034,-2965,-3059,-635,-541
148188,454,-3000,-2963,-3079,-609,-559
148190,394,-3019,-2974,-3167,-566,-562
148192,356,-3086,-2928,-3226,-486,-567
148194,319,-3164,-2886,-3249,-449,-563
148196,304,-3207,-2880,-3229,-413,-554
148198,271,-3237,-2858,-3266,-384,-556
148200,256,-3252,-2813,-3290,-358,-547
148202,259,-3249,-2808,-3239,-340,-543
148204,232,-3223,-2800,-3268,-340,-539
148206,259,-3229,-2754,-3246,-335,-525
148208,213,-3252,-2770,-3190,-321,-515
148210,208,-3234,-2784,-3162,-305,-495
148212,196,-3274,-2754,-3128,-284,-458
148214,182,-3275,-2740,-3049,-254,-423
148216,198,-3322,-2748,-3006,-234,-374
148218,232,-3292,-2772,-2954,-210,-345
148220,305,-3256,-2861,-2909,-185,-322
148222,341,-3176,-2882,-2864,-182,-339
148224,419,-3111,-2910,-2839,-201,-372
148226,459,-3052,-2981,-2814,-220,-420
148228,515,-3099,-3014,-2799,-236,-482
148230,525,-3052,-3002,-2786,-236,-534
148232,567,-3108,-3015,-2752,-232,-580
148234,568,-3125,-3040,-2723,-217,-629
148236,580,-3096,-3055,-2702,-206,-672
148238,618,-3102,-3096,-2672,-177,-687
148240,601,-3095,-3085,-2640,-145,-706
148242,621,-3038,-3107,-2612,-116,-711
148244,650,-3006,-3125,-2587,-89,-713
148246,658,-2924,-3152,-2583,-74,-727
148248,685,-2843,-3157,-2595,-75,-740
148250,648,-2792,-3202,-2606,-74,-766
148252,633,-2726,-3223,-2650,-48,-777
148254,612,-2700,-3247,-2676,-17,-779
148256,558,-2669,-3236,-2720,26,-768
148258,540,-2623,-3242,-2751,76,-750
148260,484,-2613,-3250,-2792,128,-730
148262,502,-2597,-3224,-2828,165,-720
148264,501,-2569,-3240,-2858,194,-727
148266,492,-2545,-3201,-2880,219,-739
148268,470,-2536,-3184,-2903,235,-749
148270,454,-2549,-3187,-2926,248,-770
148272,450,-2563,-3178,-2936,258,-778
148274,448,-2588,-3179,-2947,259,-806
148276,464,-2601,-3166,-2967,233,-830
148278,428,-2630,-3158,-2980,211,-860
148280,409,-2660,-3159,-2987,187,-891
148282,399,-2669,-3176,-3011,146,-912
148284,371,-2700,-3189,-3011,125,-915
148286,425,-2696,-3182,-3011,99,-917
148288,386,-2726,-3159,-3015,72,-923
148290,354,-2730,-3204,-3017,48,-921
148292,356,-2779,-3185,-3003,29,-907
148294,369,-2813,-3162,-2980,26,-882
148296,356,-2833,-3207,-2968,30,-842
148298,318,-2850,-3208,-2961,56,-798
148300,275,-2885,-3196,-2944,90,-732
148302,269,-2854,-3212,-2929,121,-665
148304,208,-2883,-3215,-2919,157,-596
148306,183,-2865,-3190,-2904,197,-525
148308,226,-2866,-3211,-2898,209,-467
148310,214,-2887,-3205,-2875,220,-418
148312,182,-2896,-3183,-2846,217,-368
148314,188,-2899,-3174,-2815,202,-337
148316,169,-2945,-3178,-2774,189,-303
148318,174,-2954,-3118,-2735,169,-268
148320,129,-2987,-3101,-2691,145,-223
148322,133,-3003,-3108,-2636,147,-181
148324,85,-2994,-3088,-2581,149,-125
148326,60,-2994,-3092,-2525,135,-77
148328,63,-2941,-3118,-2464,111,-32
148330,97,-2874,-3101,-2414,62,-20
148332,158,-2732,-3176,-2353,0,-50
148334,157,-2607,-3188,-2314,-90,-105
148336,190,-2546,-3268,-2299,-164,-166
148338,168,-2518,-3246,-2279,-218,-223
148340,178,-2500,-3263,-2261,-262,-262
148342,180,-2558,-3228,-2269,-312,-317
148344,168,-2526,-3265,-2279,-348,-336
148346,179,-2537,-3293,-2295,-384,-367
148348,184,-2491,-3260,-2327,-456,-397
148350,172,-2437,-3298,-2360,-513,-417
148352,201,-2428,-3290,-2390,-564,-459
148354,186,-2435,-3308,-2424,-599,-485
148356,233,-2442,-3308,-2454,-630,-505
148358,226,-2481,-3301,-2466,-647,-522
148360,243,-2437,-3333,-2471,-673,-539
148362,269,-2454,-3360,-2485,-693,-569
148364,295,-2412,-3432,-2514,-709,-588
148366,255,-2441,-3465,-2546,-696,-598
148368,282,-2501,-3429,-2584,-656,-570
148370,264,-2547,-3448,-2621,-606,-548
148372,279,-2584,-3432,-2657,-541,-508
148374,310,-2542,-3431,-2680,-503,-490
148376,408,-2414,-3458,-2714,-476,-494
148378,442,-2322,-3537,-2773,-447,-495
148380,517,-2241,-3602,-2839,-443,-508
148382,526,-2190,-3605,-2915,-436,-519
148384,553,-2169,-3563,-2982,-421,-529
148386,579,-2167,-3568,-3039,-392,-532
148388,601,-2206,-3582,-3087,-364,-520
148390,579,-2206,-3568,-3110,-329,-515
148392,558,-2177,-3588,-3124,-292,-510
148394,580,-2137,-3569,-3174,-266,-490
148396,566,-2113,-3586,-3200,-262,-468
148398,553,-2100,-3608,-3231,-268,-454
148400,589,-2082,-3617,-3248,-283,-432
148402,524,-2082,-3625,-3313,-308,-402
148404,499,-2101,-3620,-3345,-315,-384
148406,499,-2098,-3590,-3376,-323,-371
148408,472,-2089,-3554,-3405,-327,-350
148410,476,-2090,-3620,-3432,-317,-337
148412,466,-2102,-3586,-3451,-294,-324
148414,438,-2107,-3610,-3464,-267,-307
148416,441,-2119,-3579,-3480,-240,-296
148418,486,-2142,-3598,-3476,-208,-283
148420,508,-2121,-3652,-3458,-204,-299
148422,522,-2052,-3656,-3437,-215,-337
148424,558,-2046,-3676,-3416,-249,-372
148426,522,-2027,-3643,-3379,-285,-395
148428,505,-2065,-3529,-3338,-340,-390
148430,474,-2068,-3520,-3265,-397,-375
148432,388,-2069,-3531,-3252,-466,-346
148434,379,-2072,-3520,-3199,-505,-319
148436,370,-2072,-3536,-3160,-543,-277
148438,332,-2090,-3574,-3120,-580,-221
148440,307,-2114,-3538,-3047,-612,-164
148442,321,-2097,-3568,-3008,-639,-101
148444,327,-2119,-3602,-2961,-667,-72
148446,349,-2085,-3571,-2922,-726,-50
148448,384,-2063,-3596,-2887,-807,-35
148450,409,-2051,-3620,-2849,-893,-52
148452,437,-2051,-3627,-2807,-982,-77
148454,422,-2038,-3610,-2769,-1053,-102
148456,429,-2093,-3548,-2718,-1108,-128
148458,389,-2074,-3530,-2661,-1136,-136
148460,348,-2040,-3586,-2596,-1123,-119
148462,230,-2018,-3582,-2540,-1065,-74
148464,217,-1964,-3592,-2510,-1017,-27
148466,145,-1913,-3577,-2486,-956,31
148468,165,-1794,-3595,-2482,-899,80
148470,143,-1715,-3654,-2498,-882,110
148472,162,-1600,-3671,-2539,-896,112
148474,191,-1570,-3678,-2583,-919,92
148476,207,-1538,-3636,-2635,-950,69
148478,232,-1508,-3565,-2696,-983,44
148480,241,-1497,-3560,-2745,-1005,11
148482,241,-1492,-3577,-2777,-1005,-14
148484,264,-1465,-3589,-2804,-997,-39
148486,260,-1483,-3562,-2828,-973,-63
148488,285,-1476,-3583,-2844,-946,-80
148490,339,-1464,-3615,-2853,-893,-99
148492,357,-1402,-3620,-2867,-843,-136
148494,390,-1377,-3638,-2886,-815,-153
148496,375,-1383,-3668,-2905,-783,-183
148498,417,-1334,-3682,-2926,-742,-208
148500,435,-1294,-3725,-2946,-705,-239
148502,428,-1275,-3692,-2985,-672,-262
148504,427,-1233,-3756,-3013,-646,-279
148506,420,-1209,-3783,-3054,-613,-296
148508,462,-1180,-3803,-3113,-575,-308
148510,440,-1129,-3874,-3182,-546,-323
148512,437,-1084,-3905,-3252,-509,-334
148514,423,-1034,-3936,-3305,-465,-345
148516,454,-1011,-3932,-3412,-425,-358
148518,456,-1027,-3996,-3509,-387,-368
148520,452,-1017,-3962,-3606,-335,-387
148522,467,-1084,-3979,-3710,-265,-402
148524,485,-1103,-3971,-3771,-222,-410
148526,475,-1134,-3971,-3839,-151,-415
148528,496,-1176,-3986,-3907,-84,-428
148530,460,-1177,-4014,-3957,-35,-437
148532,469,-1187,-4008,-3999,23,-431
148534,467,-1217,-4045,-4045,91,-429
148536,426,-1241,-4025,-4090,186,-417
148538,454,-1273,-4031,-4106,265,-413
148540,439,-1282,-4035,-4120,325,-405
148542,434,-1283,-4063,-4140,370,-416
148544,508,-1225,-4077,-4149,398,-455
148546,481,-1179,-4126,-4161,379,-501
148548,500,-1107,-4111,-4184,351,-554
148550,486,-1104,-4119,-4207,311,-618
148552,465,-1144,-4113,-4232,284,-687
148554,444,-1187,-4075,-4254,273,-713
148556,450,-1215,-4081,-4285,264,-742
148558,402,-1257,-4072,-4317,249,-759
148560,393,-1281,-4038,-4346,245,-774
148562,389,-1313,-4028,-4355,239,-787
148564,382,-1301,-3991,-4316,221,-822
148566,421,-1341,-3988,-4220,230,-842
148568,414,-1345,-3934,-4103,248,-864
148570,377,-1358,-3885,-3989,225,-877
148572,395,-1397,-3872,-3827,202,-887
148574,334,-1390,-3852,-3661,188,-884
148576,307,-1357,-3823,-3498,155,-868
148578,263,-1343,-3881,-3348,124,-834
148580,251,-1288,-3827,-3226,112,-793
148582,230,-1265,-3892,-3091,83,-726
148584,241,-1226,-3894,-2995,66,-688
148586,270,-1205,-3946,-2899,42,-656
148588,258,-1196,-3917,-2801,22,-625
148590,253,-1197,-3914,-2697,-2,-596
148592,266,-1155,-3900,-2619,-18,-552
148594,255,-1119,-3948,-2546,-28,-509
148596,269,-1089,-3929,-2497,-32,-459
148598,250,-1005,-3973,-2463,-35,-408
148600,210,-916,-3967,-2443,-35,-361
148602,193,-843,-4002,-2439,-32,-320
148604,165,-818,-3957,-2434,-24,-269
148606,135,-790,-3953,-2427,-2,-227
148608,143,-790,-3946,-2436,10,-187
148610,140,-806,-3872,-2445,24,-144
148612,152,-807,-3912,-2457,34,-100
148614,165,-766,-3912,-2445,34,-68
148616,141,-735,-3924,-2434,30,-46
148618,164,-746,-3932,-2418,8,-25
148620,187,-729,-3898,-2389,-5,2
148622,216,-730,-3874,-2367,-1,25
148624,208,-746,-3924,-2345,-3,55
148626,211,-746,-3881,-2319,-8,72
148628,252,-778,-3903,-2273,14,90
148630,276,-767,-3954,-2234,45,107
148632,285,-784,-3992,-2184,72,127
148634,311,-798,-3951,-2139,91,143
148636,339,-805,-3967,-2088,114,180
148638,346,-810,-4020,-2039,144,204
148640,331,-818,-4009,-1993,166,212
148642,362,-801,-3995,-1939,202,232
148644,367,-844,-4004,-1906,227,239
148646,386,-844,-4017,-1860,260,254
148648,372,-861,-4011,-1814,292,279
148650,314,-877,-3989,-1777,340,319
148652,288,-884,-4021,-1735,374,367
148654,271,-920,-3982,-1685,412,421
148656,262,-916,-3998,-1635,441,469
148658,284,-861,-4057,-1593,441,491
148660,318,-771,-4069,-1557,423,491
148662,284,-737,-4104,-1532,382,462
148664,324,-682,-4100,-1512,325,405
148666,403,-634,-4130,-1510,252,312
148668,397,-638,-4139,-1513,197,205
148670,421,-680,-4148,-1529,146,87
148672,379,-736,-4121,-1556,126,-46
148674,370,-774,-4079,-1572,122,-115
148676,308,-795,-4089,-1586,125,-190
148678,297,-809,-4084,-1596,130,-254
148680,292,-761,-4092,-1615,125,-305
148682,290,-701,-4116,-1627,104,-376
148684,372,-658,-4134,-1642,59,-460
148686,399,-571,-4144,-1658,-7,-565
148688,443,-536,-4175,-1687,-73,-683
148690,436,-500,-4118,-1715,-120,-814
148692,447,-454,-4099,-1760,-166,-954
148694,424,-430,-4068,-1805,-187,-1079
148696,394,-383,-4054,-1868,-207,-1187
148698,359,-413,-4079,-1937,-219,-1263
148700,290,-421,-4020,-2007,-201,-1320
148702,285,-432,-4015,-2086,-161,-1370
148704,273,-424,-4025,-2136,-133,-1378
148706,281,-418,-4016,-2204,-107,-1384
148708,278,-391,-4009,-2278,-67,-1381
148710,270,-412,-4050,-2341,-27,-1365
148712,310,-370,-4033,-2401,4,-1339
148714,291,-409,-4042,-2470,43,-1308
148716,284,-406,-4008,-2532,80,-1251
148718,291,-447,-4057,-2602,123,-1173
148720,345,-479,-4060,-2642,172,-1109
148722,360,-461,-4004,-2661,218,-1036
148724,364,-472,-4022,-2681,236,-965
148726,393,-493,-4046,-2680,253,-894
148728,388,-466,-4028,-2677,269,-818
148730,435,-481,-3993,-2651,288,-770
148732,468,-478,-4016,-2594,308,-717
148734,509,-425,-4016,-2558,314,-687
148736,467,-416,-4087,-2522,340,-642
148738,440,-390,-4084,-2467,382,-583
148740,410,-366,-4085,-2447,450,-495
148742,394,-339,-4104,-2458,509,-376
148744,326,-327,-4141,-2484,552,-246
148746,338,-369,-4107,-2526,617,-100
148748,247,-390,-4148,-2552,676,53
148750,286,-408,-4132,-2596,728,191
148752,270,-429,-4120,-2615,781,332
148754,282,-493,-4094,-2614,821,465
148756,332,-511,-4083,-2598,866,593
148758,371,-488,-4095,-2572,923,705
148760,401,-476,-4068,-2549,954,799
148762,412,-553,-4073,-2461,984,904
148764,450,-535,-4039,-2397,1002,978
148766,427,-511,-4061,-2343,1015,1065
148768,436,-518,-4094,-2289,1032,1155
148770,419,-502,-4081,-2232,1039,1228
148772,460,-499,-4091,-2157,1033,1274
148774,498,-470,-4016,-2074,1007,1309
148776,524,-442,-4005,-1983,978,1316
148778,541,-443,-3992,-1887,928,1308
148780,545,-452,-3958,-1754,886,1283
148782,556,-442,-3916,-1625,850,1257
148784,532,-451,-3915,-1500,796,1225
148786,476,-457,-3922,-1371,755,1199
148788,483,-445,-3964,-1251,713,1160
148790,487,-405,-3968,-1142,631,1101
148792,513,-291,-3996,-1008,527,989
148794,492,-257,-4019,-944,454,896
148796,464,-237,-4054,-887,358,794
148798,450,-201,-4089,-830,263,668
148800,499,-226,-4055,-793,170,538
148802,451,-253,-4069,-769,76,412
148804,431,-280,-4054,-746,10,293
148806,396,-267,-4039,-729,-35,196
148808,369,-311,-3980,-697,-65,117
148810,315,-310,-4023,-673,-91,54
148812,258,-315,-3982,-648,-123,15
148814,261,-286,-3974,-628,-161,-23
148816,286,-245,-4001,-597,-210,-70
148818,264,-231,-3972,-573,-273,-139
148820,282,-146,-3952,-554,-326,-201
148822,306,-186,-4031,-540,-396,-293
148824,326,-211,-4015,-526,-448,-358
148826,350,-252,-4011,-500,-494,-426
148828,376,-253,-4013,-461,-549,-505
148830,390,-253,-3964,-432,-571,-567
148832,383,-269,-3980,-392,-598,-612
148834,337,-262,-4002,-358,-610,-660
148836,354,-253,-4003,-322,-614,-679
148838,393,-225,-4005,-288,-618,-690
148840,402,-203,-4023,-257,-614,-687
148842,409,-146,-4013,-231,-599,-675
148844,420,-139,-4026,-201,-594,-660
148846,466,-106,-4042,-166,-588,-644
148848,484,-70,-4050,-151,-570,-605
148850,495,-17,-4071,-133,-559,-574
148852,484,20,-4102,-115,-548,-521
148854,508,69,-4103,-114,-536,-470
148856,493,110,-4111,-113,-530,-416
148858,510,87,-4106,-110,-531,-347
148860,538,102,-4148,-109,-532,-277
148862,543,151,-4136,-110,-527,-218
148864,535,138,-4093,-107,-517,-162
148866,549,186,-4120,-105,-509,-108
148868,576,172,-4122,-105,-499,-62
148870,564,191,-4090,-111,-481,-21
148872,575,180,-4099,-124,-456,16
148874,538,177,-4096,-136,-430,56
148876,527,135,-4095,-154,-411,75
148878,527,144,-4109,-172,-393,92
148880,527,139,-4075,-186,-371,115
148882,530,119,-4086,-196,-358,140
148884,509,107,-4090,-201,-350,159
148886,518,95,-4118,-207,-344,179
148888,548,85,-4096,-198,-339,199
148890,583,108,-4150,-194,-335,202
148892,552,113,-4158,-200,-322,214
148894,559,160,-4083,-202,-301,218
148896,511,164,-4108,-213,-277,208
148898,475,168,-4125,-230,-258,218
148900,410,181,-4081,-250,-246,215
148902,381,98,-4047,-260,-227,225
148904,316,100,-3969,-276,-210,240
148906,266,62,-3999,-276,-196,253
148908,240,51,-3944,-265,-191,261
148910,246,14,-3946,-246,-186,273
148912,234,25,-3893,-212,-211,283
148914,226,45,-3909,-190,-230,261
148916,227,150,-3937,-172,-259,231
148918,218,228,-3952,-171,-310,175
148920,137,291,-3954,-209,-366,96
148922,53,291,-3902,-257,-407,23
148924,-3,264,-3850,-316,-436,-33
148926,-90,215,-3790,-380,-465,-101
148928,-123,173,-3779,-446,-490,-152
148930,-146,128,-3706,-489,-496,-189
148932,-146,129,-3678,-524,-497,-229
148934,-167,149,-3705,-558,-507,-258
148936,-164,108,-3714,-592,-503,-283
148938,-106,117,-3740,-609,-504,-297
148940,-48,141,-3729,-624,-499,-317
148942,-17,126,-3701,-637,-495,-358
148944,45,168,-3776,-643,-510,-383
148946,87,149,-3826,-649,-509,-419
148948,146,153,-3817,-654,-510,-474
148950,207,166,-3840,-667,-516,-507
148952,210,173,-3866,-669,-513,-547
148954,228,126,-3906,-672,-512,-576
148956,267,129,-3959,-674,-504,-596
148958,294,101,-3973,-667,-484,-608
148960,329,68,-3999,-660,-470,-606
148962,346,70,-4044,-649,-452,-600
148964,397,104,-4110,-637,-428,-587
148966,466,112,-4085,-627,-412,-573
